Date,年,季,月,月份名稱,年份月份,星期,工作日,年週序,交通匹配欄
2000/7/12 上午 12:00:00,2000,Q3,07,7月,2000-Jul,週三,平日,2000W29,週2-4
2000/7/13 上午 12:00:00,2000,Q3,07,7月,2000-Jul,週四,平日,2000W29,週2-4
2000/7/14 上午 12:00:00,2000,Q3,07,7月,2000-Jul,週五,平日,2000W29,非參考日
2000/7/15 上午 12:00:00,2000,Q3,07,7月,2000-Jul,週六,週末,2000W29,週六
2000/7/16 上午 12:00:00,2000,Q3,07,7月,2000-Jul,週日,週末,2000W29,週日
2000/7/17 上午 12:00:00,2000,Q3,07,7月,2000-Jul,週一,平日,2000W30,非參考日
2000/7/18 上午 12:00:00,2000,Q3,07,7月,2000-Jul,週二,平日,2000W30,週2-4
2000/7/19 上午 12:00:00,2000,Q3,07,7月,2000-Jul,週三,平日,2000W30,週2-4
2000/7/2 上午 12:00:00,2000,Q3,07,7月,2000-Jul,週日,週末,2000W27,週日
2000/7/20 上午 12:00:00,2000,Q3,07,7月,2000-Jul,週四,平日,2000W30,週2-4
2000/7/21 上午 12:00:00,2000,Q3,07,7月,2000-Jul,週五,平日,2000W30,非參考日
2000/7/22 上午 12:00:00,2000,Q3,07,7月,2000-Jul,週六,週末,2000W30,週六
2000/7/23 上午 12:00:00,2000,Q3,07,7月,2000-Jul,週日,週末,2000W30,週日
2000/7/24 上午 12:00:00,2000,Q3,07,7月,2000-Jul,週一,平日,2000W31,非參考日
2000/7/25 上午 12:00:00,2000,Q3,07,7月,2000-Jul,週二,平日,2000W31,週2-4
2000/7/26 上午 12:00:00,2000,Q3,07,7月,2000-Jul,週三,平日,2000W31,週2-4
2000/7/27 上午 12:00:00,2000,Q3,07,7月,2000-Jul,週四,平日,2000W31,週2-4
2000/7/28 上午 12:00:00,2000,Q3,07,7月,2000-Jul,週五,平日,2000W31,非參考日
2000/7/29 上午 12:00:00,2000,Q3,07,7月,2000-Jul,週六,週末,2000W31,週六
2000/7/3 上午 12:00:00,2000,Q3,07,7月,2000-Jul,週一,平日,2000W28,非參考日
2000/7/30 上午 12:00:00,2000,Q3,07,7月,2000-Jul,週日,週末,2000W31,週日
2000/7/31 上午 12:00:00,2000,Q3,07,7月,2000-Jul,週一,平日,2000W32,非參考日
2000/7/4 上午 12:00:00,2000,Q3,07,7月,2000-Jul,週二,平日,2000W28,週2-4
2000/7/5 上午 12:00:00,2000,Q3,07,7月,2000-Jul,週三,平日,2000W28,週2-4
2000/7/6 上午 12:00:00,2000,Q3,07,7月,2000-Jul,週四,平日,2000W28,週2-4
2000/7/7 上午 12:00:00,2000,Q3,07,7月,2000-Jul,週五,平日,2000W28,非參考日
2000/7/8 上午 12:00:00,2000,Q3,07,7月,2000-Jul,週六,週末,2000W28,週六
2000/7/9 上午 12:00:00,2000,Q3,07,7月,2000-Jul,週日,週末,2000W28,週日
2000/8/1 上午 12:00:00,2000,Q3,08,8月,2000-Aug,週二,平日,2000W32,週2-4
2000/8/10 上午 12:00:00,2000,Q3,08,8月,2000-Aug,週四,平日,2000W33,週2-4
2000/8/11 上午 12:00:00,2000,Q3,08,8月,2000-Aug,週五,平日,2000W33,非參考日
2000/8/12 上午 12:00:00,2000,Q3,08,8月,2000-Aug,週六,週末,2000W33,週六
2000/8/13 上午 12:00:00,2000,Q3,08,8月,2000-Aug,週日,週末,2000W33,週日
2000/8/14 上午 12:00:00,2000,Q3,08,8月,2000-Aug,週一,平日,2000W34,非參考日
2000/8/15 上午 12:00:00,2000,Q3,08,8月,2000-Aug,週二,平日,2000W34,週2-4
2000/8/16 上午 12:00:00,2000,Q3,08,8月,2000-Aug,週三,平日,2000W34,週2-4
2000/8/17 上午 12:00:00,2000,Q3,08,8月,2000-Aug,週四,平日,2000W34,週2-4
2000/8/18 上午 12:00:00,2000,Q3,08,8月,2000-Aug,週五,平日,2000W34,非參考日
2000/8/19 上午 12:00:00,2000,Q3,08,8月,2000-Aug,週六,週末,2000W34,週六
2000/8/2 上午 12:00:00,2000,Q3,08,8月,2000-Aug,週三,平日,2000W32,週2-4
2000/8/20 上午 12:00:00,2000,Q3,08,8月,2000-Aug,週日,週末,2000W34,週日
2000/8/21 上午 12:00:00,2000,Q3,08,8月,2000-Aug,週一,平日,2000W35,非參考日
2000/8/22 上午 12:00:00,2000,Q3,08,8月,2000-Aug,週二,平日,2000W35,週2-4
2000/8/23 上午 12:00:00,2000,Q3,08,8月,2000-Aug,週三,平日,2000W35,週2-4
2000/8/24 上午 12:00:00,2000,Q3,08,8月,2000-Aug,週四,平日,2000W35,週2-4
2000/8/25 上午 12:00:00,2000,Q3,08,8月,2000-Aug,週五,平日,2000W35,非參考日
2000/8/26 上午 12:00:00,2000,Q3,08,8月,2000-Aug,週六,週末,2000W35,週六
2000/8/27 上午 12:00:00,2000,Q3,08,8月,2000-Aug,週日,週末,2000W35,週日
2000/8/28 上午 12:00:00,2000,Q3,08,8月,2000-Aug,週一,平日,2000W36,非參考日
2000/8/29 上午 12:00:00,2000,Q3,08,8月,2000-Aug,週二,平日,2000W36,週2-4
2000/8/3 上午 12:00:00,2000,Q3,08,8月,2000-Aug,週四,平日,2000W32,週2-4
2000/8/30 上午 12:00:00,2000,Q3,08,8月,2000-Aug,週三,平日,2000W36,週2-4
2000/8/31 上午 12:00:00,2000,Q3,08,8月,2000-Aug,週四,平日,2000W36,週2-4
2000/8/4 上午 12:00:00,2000,Q3,08,8月,2000-Aug,週五,平日,2000W32,非參考日
2000/8/5 上午 12:00:00,2000,Q3,08,8月,2000-Aug,週六,週末,2000W32,週六
2000/8/6 上午 12:00:00,2000,Q3,08,8月,2000-Aug,週日,週末,2000W32,週日
2000/8/7 上午 12:00:00,2000,Q3,08,8月,2000-Aug,週一,平日,2000W33,非參考日
2000/8/8 上午 12:00:00,2000,Q3,08,8月,2000-Aug,週二,平日,2000W33,週2-4
2000/8/9 上午 12:00:00,2000,Q3,08,8月,2000-Aug,週三,平日,2000W33,週2-4
2000/9/1 上午 12:00:00,2000,Q3,09,9月,2000-Sep,週五,平日,2000W36,非參考日
2000/9/10 上午 12:00:00,2000,Q3,09,9月,2000-Sep,週日,週末,2000W37,週日
2000/9/11 上午 12:00:00,2000,Q3,09,9月,2000-Sep,週一,平日,2000W38,非參考日
2000/9/12 上午 12:00:00,2000,Q3,09,9月,2000-Sep,週二,平日,2000W38,週2-4
2000/9/13 上午 12:00:00,2000,Q3,09,9月,2000-Sep,週三,平日,2000W38,週2-4
2000/9/14 上午 12:00:00,2000,Q3,09,9月,2000-Sep,週四,平日,2000W38,週2-4
2000/9/15 上午 12:00:00,2000,Q3,09,9月,2000-Sep,週五,平日,2000W38,非參考日
2000/9/16 上午 12:00:00,2000,Q3,09,9月,2000-Sep,週六,週末,2000W38,週六
2000/9/17 上午 12:00:00,2000,Q3,09,9月,2000-Sep,週日,週末,2000W38,週日
2000/9/18 上午 12:00:00,2000,Q3,09,9月,2000-Sep,週一,平日,2000W39,非參考日
2000/9/19 上午 12:00:00,2000,Q3,09,9月,2000-Sep,週二,平日,2000W39,週2-4
2000/9/2 上午 12:00:00,2000,Q3,09,9月,2000-Sep,週六,週末,2000W36,週六
2000/9/20 上午 12:00:00,2000,Q3,09,9月,2000-Sep,週三,平日,2000W39,週2-4
2000/9/21 上午 12:00:00,2000,Q3,09,9月,2000-Sep,週四,平日,2000W39,週2-4
2000/9/22 上午 12:00:00,2000,Q3,09,9月,2000-Sep,週五,平日,2000W39,非參考日
2000/9/23 上午 12:00:00,2000,Q3,09,9月,2000-Sep,週六,週末,2000W39,週六
2000/9/24 上午 12:00:00,2000,Q3,09,9月,2000-Sep,週日,週末,2000W39,週日
2000/9/25 上午 12:00:00,2000,Q3,09,9月,2000-Sep,週一,平日,2000W40,非參考日
2000/9/26 上午 12:00:00,2000,Q3,09,9月,2000-Sep,週二,平日,2000W40,週2-4
2000/9/27 上午 12:00:00,2000,Q3,09,9月,2000-Sep,週三,平日,2000W40,週2-4
2000/9/28 上午 12:00:00,2000,Q3,09,9月,2000-Sep,週四,平日,2000W40,週2-4
2000/9/29 上午 12:00:00,2000,Q3,09,9月,2000-Sep,週五,平日,2000W40,非參考日
2000/9/3 上午 12:00:00,2000,Q3,09,9月,2000-Sep,週日,週末,2000W36,週日
2000/9/30 上午 12:00:00,2000,Q3,09,9月,2000-Sep,週六,週末,2000W40,週六
2000/9/4 上午 12:00:00,2000,Q3,09,9月,2000-Sep,週一,平日,2000W37,非參考日
2000/9/5 上午 12:00:00,2000,Q3,09,9月,2000-Sep,週二,平日,2000W37,週2-4
2000/9/6 上午 12:00:00,2000,Q3,09,9月,2000-Sep,週三,平日,2000W37,週2-4
2000/9/7 上午 12:00:00,2000,Q3,09,9月,2000-Sep,週四,平日,2000W37,週2-4
2000/9/8 上午 12:00:00,2000,Q3,09,9月,2000-Sep,週五,平日,2000W37,非參考日
2000/9/9 上午 12:00:00,2000,Q3,09,9月,2000-Sep,週六,週末,2000W37,週六
2001/1/1 上午 12:00:00,2001,Q1,01,1月,2001-Jan,週一,平日,2001W1,非參考日
2001/1/10 上午 12:00:00,2001,Q1,01,1月,2001-Jan,週三,平日,2001W2,週2-4
2001/1/11 上午 12:00:00,2001,Q1,01,1月,2001-Jan,週四,平日,2001W2,週2-4
2001/1/12 上午 12:00:00,2001,Q1,01,1月,2001-Jan,週五,平日,2001W2,非參考日
2001/1/13 上午 12:00:00,2001,Q1,01,1月,2001-Jan,週六,週末,2001W2,週六
2001/1/14 上午 12:00:00,2001,Q1,01,1月,2001-Jan,週日,週末,2001W2,週日
2001/1/15 上午 12:00:00,2001,Q1,01,1月,2001-Jan,週一,平日,2001W3,非參考日
2001/1/16 上午 12:00:00,2001,Q1,01,1月,2001-Jan,週二,平日,2001W3,週2-4
2001/1/17 上午 12:00:00,2001,Q1,01,1月,2001-Jan,週三,平日,2001W3,週2-4
2001/1/18 上午 12:00:00,2001,Q1,01,1月,2001-Jan,週四,平日,2001W3,週2-4
2001/1/19 上午 12:00:00,2001,Q1,01,1月,2001-Jan,週五,平日,2001W3,非參考日
2001/1/2 上午 12:00:00,2001,Q1,01,1月,2001-Jan,週二,平日,2001W1,週2-4
2001/1/20 上午 12:00:00,2001,Q1,01,1月,2001-Jan,週六,週末,2001W3,週六
2001/1/21 上午 12:00:00,2001,Q1,01,1月,2001-Jan,週日,週末,2001W3,週日
2001/1/22 上午 12:00:00,2001,Q1,01,1月,2001-Jan,週一,平日,2001W4,非參考日
2001/1/23 上午 12:00:00,2001,Q1,01,1月,2001-Jan,週二,平日,2001W4,週2-4
2001/1/24 上午 12:00:00,2001,Q1,01,1月,2001-Jan,週三,平日,2001W4,週2-4
2001/1/25 上午 12:00:00,2001,Q1,01,1月,2001-Jan,週四,平日,2001W4,週2-4
2001/1/26 上午 12:00:00,2001,Q1,01,1月,2001-Jan,週五,平日,2001W4,非參考日
2001/1/27 上午 12:00:00,2001,Q1,01,1月,2001-Jan,週六,週末,2001W4,週六
2001/1/28 上午 12:00:00,2001,Q1,01,1月,2001-Jan,週日,週末,2001W4,週日
2001/1/29 上午 12:00:00,2001,Q1,01,1月,2001-Jan,週一,平日,2001W5,非參考日
2001/1/3 上午 12:00:00,2001,Q1,01,1月,2001-Jan,週三,平日,2001W1,週2-4
2001/1/30 上午 12:00:00,2001,Q1,01,1月,2001-Jan,週二,平日,2001W5,週2-4
2001/1/31 上午 12:00:00,2001,Q1,01,1月,2001-Jan,週三,平日,2001W5,週2-4
2001/1/4 上午 12:00:00,2001,Q1,01,1月,2001-Jan,週四,平日,2001W1,週2-4
2001/1/5 上午 12:00:00,2001,Q1,01,1月,2001-Jan,週五,平日,2001W1,非參考日
2001/1/6 上午 12:00:00,2001,Q1,01,1月,2001-Jan,週六,週末,2001W1,週六
2001/1/7 上午 12:00:00,2001,Q1,01,1月,2001-Jan,週日,週末,2001W1,週日
2001/1/8 上午 12:00:00,2001,Q1,01,1月,2001-Jan,週一,平日,2001W2,非參考日
2001/1/9 上午 12:00:00,2001,Q1,01,1月,2001-Jan,週二,平日,2001W2,週2-4
2001/10/1 上午 12:00:00,2001,Q4,10,10月,2001-Oct,週一,平日,2001W40,非參考日
2001/10/10 上午 12:00:00,2001,Q4,10,10月,2001-Oct,週三,平日,2001W41,週2-4
2001/10/11 上午 12:00:00,2001,Q4,10,10月,2001-Oct,週四,平日,2001W41,週2-4
2001/10/12 上午 12:00:00,2001,Q4,10,10月,2001-Oct,週五,平日,2001W41,非參考日
2001/10/13 上午 12:00:00,2001,Q4,10,10月,2001-Oct,週六,週末,2001W41,週六
2001/10/14 上午 12:00:00,2001,Q4,10,10月,2001-Oct,週日,週末,2001W41,週日
2001/10/15 上午 12:00:00,2001,Q4,10,10月,2001-Oct,週一,平日,2001W42,非參考日
2001/10/16 上午 12:00:00,2001,Q4,10,10月,2001-Oct,週二,平日,2001W42,週2-4
2001/10/17 上午 12:00:00,2001,Q4,10,10月,2001-Oct,週三,平日,2001W42,週2-4
2001/10/18 上午 12:00:00,2001,Q4,10,10月,2001-Oct,週四,平日,2001W42,週2-4
2001/10/19 上午 12:00:00,2001,Q4,10,10月,2001-Oct,週五,平日,2001W42,非參考日
2001/10/2 上午 12:00:00,2001,Q4,10,10月,2001-Oct,週二,平日,2001W40,週2-4
2001/10/20 上午 12:00:00,2001,Q4,10,10月,2001-Oct,週六,週末,2001W42,週六
2001/10/21 上午 12:00:00,2001,Q4,10,10月,2001-Oct,週日,週末,2001W42,週日
2001/10/22 上午 12:00:00,2001,Q4,10,10月,2001-Oct,週一,平日,2001W43,非參考日
2001/10/23 上午 12:00:00,2001,Q4,10,10月,2001-Oct,週二,平日,2001W43,週2-4
2001/10/24 上午 12:00:00,2001,Q4,10,10月,2001-Oct,週三,平日,2001W43,週2-4
2001/10/25 上午 12:00:00,2001,Q4,10,10月,2001-Oct,週四,平日,2001W43,週2-4
2001/10/26 上午 12:00:00,2001,Q4,10,10月,2001-Oct,週五,平日,2001W43,非參考日
2001/10/27 上午 12:00:00,2001,Q4,10,10月,2001-Oct,週六,週末,2001W43,週六
2001/10/28 上午 12:00:00,2001,Q4,10,10月,2001-Oct,週日,週末,2001W43,週日
2001/10/29 上午 12:00:00,2001,Q4,10,10月,2001-Oct,週一,平日,2001W44,非參考日
2001/10/3 上午 12:00:00,2001,Q4,10,10月,2001-Oct,週三,平日,2001W40,週2-4
2001/10/30 上午 12:00:00,2001,Q4,10,10月,2001-Oct,週二,平日,2001W44,週2-4
2001/10/31 上午 12:00:00,2001,Q4,10,10月,2001-Oct,週三,平日,2001W44,週2-4
2001/10/4 上午 12:00:00,2001,Q4,10,10月,2001-Oct,週四,平日,2001W40,週2-4
2001/10/5 上午 12:00:00,2001,Q4,10,10月,2001-Oct,週五,平日,2001W40,非參考日
2001/10/6 上午 12:00:00,2001,Q4,10,10月,2001-Oct,週六,週末,2001W40,週六
2001/10/7 上午 12:00:00,2001,Q4,10,10月,2001-Oct,週日,週末,2001W40,週日
2001/10/8 上午 12:00:00,2001,Q4,10,10月,2001-Oct,週一,平日,2001W41,非參考日
2001/10/9 上午 12:00:00,2001,Q4,10,10月,2001-Oct,週二,平日,2001W41,週2-4
2001/11/1 上午 12:00:00,2001,Q4,11,11月,2001-Nov,週四,平日,2001W44,週2-4
2001/11/10 上午 12:00:00,2001,Q4,11,11月,2001-Nov,週六,週末,2001W45,週六
2001/11/11 上午 12:00:00,2001,Q4,11,11月,2001-Nov,週日,週末,2001W45,週日
2001/11/12 上午 12:00:00,2001,Q4,11,11月,2001-Nov,週一,平日,2001W46,非參考日
2001/11/13 上午 12:00:00,2001,Q4,11,11月,2001-Nov,週二,平日,2001W46,週2-4
2001/11/14 上午 12:00:00,2001,Q4,11,11月,2001-Nov,週三,平日,2001W46,週2-4
2001/11/15 上午 12:00:00,2001,Q4,11,11月,2001-Nov,週四,平日,2001W46,週2-4
2001/11/16 上午 12:00:00,2001,Q4,11,11月,2001-Nov,週五,平日,2001W46,非參考日
2001/11/17 上午 12:00:00,2001,Q4,11,11月,2001-Nov,週六,週末,2001W46,週六
2001/11/18 上午 12:00:00,2001,Q4,11,11月,2001-Nov,週日,週末,2001W46,週日
2001/11/19 上午 12:00:00,2001,Q4,11,11月,2001-Nov,週一,平日,2001W47,非參考日
2001/11/2 上午 12:00:00,2001,Q4,11,11月,2001-Nov,週五,平日,2001W44,非參考日
2001/11/20 上午 12:00:00,2001,Q4,11,11月,2001-Nov,週二,平日,2001W47,週2-4
2001/11/21 上午 12:00:00,2001,Q4,11,11月,2001-Nov,週三,平日,2001W47,週2-4
2001/11/22 上午 12:00:00,2001,Q4,11,11月,2001-Nov,週四,平日,2001W47,週2-4
2001/11/23 上午 12:00:00,2001,Q4,11,11月,2001-Nov,週五,平日,2001W47,非參考日
2001/11/24 上午 12:00:00,2001,Q4,11,11月,2001-Nov,週六,週末,2001W47,週六
2001/11/25 上午 12:00:00,2001,Q4,11,11月,2001-Nov,週日,週末,2001W47,週日
2001/11/26 上午 12:00:00,2001,Q4,11,11月,2001-Nov,週一,平日,2001W48,非參考日
2001/11/27 上午 12:00:00,2001,Q4,11,11月,2001-Nov,週二,平日,2001W48,週2-4
2001/11/28 上午 12:00:00,2001,Q4,11,11月,2001-Nov,週三,平日,2001W48,週2-4
2001/11/29 上午 12:00:00,2001,Q4,11,11月,2001-Nov,週四,平日,2001W48,週2-4
2001/11/3 上午 12:00:00,2001,Q4,11,11月,2001-Nov,週六,週末,2001W44,週六
2001/11/30 上午 12:00:00,2001,Q4,11,11月,2001-Nov,週五,平日,2001W48,非參考日
2001/11/4 上午 12:00:00,2001,Q4,11,11月,2001-Nov,週日,週末,2001W44,週日
2001/11/5 上午 12:00:00,2001,Q4,11,11月,2001-Nov,週一,平日,2001W45,非參考日
2001/11/6 上午 12:00:00,2001,Q4,11,11月,2001-Nov,週二,平日,2001W45,週2-4
2001/11/7 上午 12:00:00,2001,Q4,11,11月,2001-Nov,週三,平日,2001W45,週2-4
2001/11/8 上午 12:00:00,2001,Q4,11,11月,2001-Nov,週四,平日,2001W45,週2-4
2001/11/9 上午 12:00:00,2001,Q4,11,11月,2001-Nov,週五,平日,2001W45,非參考日
2001/12/1 上午 12:00:00,2001,Q4,12,12月,2001-Dec,週六,週末,2001W48,週六
2001/12/10 上午 12:00:00,2001,Q4,12,12月,2001-Dec,週一,平日,2001W50,非參考日
2001/12/11 上午 12:00:00,2001,Q4,12,12月,2001-Dec,週二,平日,2001W50,週2-4
2001/12/12 上午 12:00:00,2001,Q4,12,12月,2001-Dec,週三,平日,2001W50,週2-4
2001/12/13 上午 12:00:00,2001,Q4,12,12月,2001-Dec,週四,平日,2001W50,週2-4
2001/12/14 上午 12:00:00,2001,Q4,12,12月,2001-Dec,週五,平日,2001W50,非參考日
2001/12/15 上午 12:00:00,2001,Q4,12,12月,2001-Dec,週六,週末,2001W50,週六
2001/12/16 上午 12:00:00,2001,Q4,12,12月,2001-Dec,週日,週末,2001W50,週日
2001/12/17 上午 12:00:00,2001,Q4,12,12月,2001-Dec,週一,平日,2001W51,非參考日
2001/12/18 上午 12:00:00,2001,Q4,12,12月,2001-Dec,週二,平日,2001W51,週2-4
2001/12/19 上午 12:00:00,2001,Q4,12,12月,2001-Dec,週三,平日,2001W51,週2-4
2001/12/2 上午 12:00:00,2001,Q4,12,12月,2001-Dec,週日,週末,2001W48,週日
2001/12/20 上午 12:00:00,2001,Q4,12,12月,2001-Dec,週四,平日,2001W51,週2-4
2001/12/21 上午 12:00:00,2001,Q4,12,12月,2001-Dec,週五,平日,2001W51,非參考日
2001/12/22 上午 12:00:00,2001,Q4,12,12月,2001-Dec,週六,週末,2001W51,週六
2001/12/23 上午 12:00:00,2001,Q4,12,12月,2001-Dec,週日,週末,2001W51,週日
2001/12/24 上午 12:00:00,2001,Q4,12,12月,2001-Dec,週一,平日,2001W52,非參考日
2001/12/25 上午 12:00:00,2001,Q4,12,12月,2001-Dec,週二,平日,2001W52,週2-4
2001/12/26 上午 12:00:00,2001,Q4,12,12月,2001-Dec,週三,平日,2001W52,週2-4
2001/12/27 上午 12:00:00,2001,Q4,12,12月,2001-Dec,週四,平日,2001W52,週2-4
2001/12/28 上午 12:00:00,2001,Q4,12,12月,2001-Dec,週五,平日,2001W52,非參考日
2001/12/29 上午 12:00:00,2001,Q4,12,12月,2001-Dec,週六,週末,2001W52,週六
2001/12/3 上午 12:00:00,2001,Q4,12,12月,2001-Dec,週一,平日,2001W49,非參考日
2001/12/30 上午 12:00:00,2001,Q4,12,12月,2001-Dec,週日,週末,2001W52,週日
2001/12/31 上午 12:00:00,2001,Q4,12,12月,2001-Dec,週一,平日,2001W53,非參考日
2001/12/4 上午 12:00:00,2001,Q4,12,12月,2001-Dec,週二,平日,2001W49,週2-4
2001/12/5 上午 12:00:00,2001,Q4,12,12月,2001-Dec,週三,平日,2001W49,週2-4
2001/12/6 上午 12:00:00,2001,Q4,12,12月,2001-Dec,週四,平日,2001W49,週2-4
2001/12/7 上午 12:00:00,2001,Q4,12,12月,2001-Dec,週五,平日,2001W49,非參考日
2001/12/8 上午 12:00:00,2001,Q4,12,12月,2001-Dec,週六,週末,2001W49,週六
2001/12/9 上午 12:00:00,2001,Q4,12,12月,2001-Dec,週日,週末,2001W49,週日
2001/2/1 上午 12:00:00,2001,Q1,02,2月,2001-Feb,週四,平日,2001W5,週2-4
2001/2/10 上午 12:00:00,2001,Q1,02,2月,2001-Feb,週六,週末,2001W6,週六
2001/2/11 上午 12:00:00,2001,Q1,02,2月,2001-Feb,週日,週末,2001W6,週日
2001/2/12 上午 12:00:00,2001,Q1,02,2月,2001-Feb,週一,平日,2001W7,非參考日
2001/2/13 上午 12:00:00,2001,Q1,02,2月,2001-Feb,週二,平日,2001W7,週2-4
2001/2/14 上午 12:00:00,2001,Q1,02,2月,2001-Feb,週三,平日,2001W7,週2-4
2001/2/15 上午 12:00:00,2001,Q1,02,2月,2001-Feb,週四,平日,2001W7,週2-4
2001/2/16 上午 12:00:00,2001,Q1,02,2月,2001-Feb,週五,平日,2001W7,非參考日
2001/2/17 上午 12:00:00,2001,Q1,02,2月,2001-Feb,週六,週末,2001W7,週六
2001/2/18 上午 12:00:00,2001,Q1,02,2月,2001-Feb,週日,週末,2001W7,週日
2001/2/19 上午 12:00:00,2001,Q1,02,2月,2001-Feb,週一,平日,2001W8,非參考日
2001/2/2 上午 12:00:00,2001,Q1,02,2月,2001-Feb,週五,平日,2001W5,非參考日
2001/2/20 上午 12:00:00,2001,Q1,02,2月,2001-Feb,週二,平日,2001W8,週2-4
2001/2/21 上午 12:00:00,2001,Q1,02,2月,2001-Feb,週三,平日,2001W8,週2-4
2001/2/22 上午 12:00:00,2001,Q1,02,2月,2001-Feb,週四,平日,2001W8,週2-4
2001/2/23 上午 12:00:00,2001,Q1,02,2月,2001-Feb,週五,平日,2001W8,非參考日
2001/2/24 上午 12:00:00,2001,Q1,02,2月,2001-Feb,週六,週末,2001W8,週六
2001/2/25 上午 12:00:00,2001,Q1,02,2月,2001-Feb,週日,週末,2001W8,週日
2001/2/26 上午 12:00:00,2001,Q1,02,2月,2001-Feb,週一,平日,2001W9,非參考日
2001/2/27 上午 12:00:00,2001,Q1,02,2月,2001-Feb,週二,平日,2001W9,週2-4
2001/2/28 上午 12:00:00,2001,Q1,02,2月,2001-Feb,週三,平日,2001W9,週2-4
2001/2/3 上午 12:00:00,2001,Q1,02,2月,2001-Feb,週六,週末,2001W5,週六
2001/2/4 上午 12:00:00,2001,Q1,02,2月,2001-Feb,週日,週末,2001W5,週日
2001/2/5 上午 12:00:00,2001,Q1,02,2月,2001-Feb,週一,平日,2001W6,非參考日
2001/2/6 上午 12:00:00,2001,Q1,02,2月,2001-Feb,週二,平日,2001W6,週2-4
2001/2/7 上午 12:00:00,2001,Q1,02,2月,2001-Feb,週三,平日,2001W6,週2-4
2001/2/8 上午 12:00:00,2001,Q1,02,2月,2001-Feb,週四,平日,2001W6,週2-4
2001/2/9 上午 12:00:00,2001,Q1,02,2月,2001-Feb,週五,平日,2001W6,非參考日
2001/3/1 上午 12:00:00,2001,Q1,03,3月,2001-Mar,週四,平日,2001W9,週2-4
2001/3/10 上午 12:00:00,2001,Q1,03,3月,2001-Mar,週六,週末,2001W10,週六
2001/3/11 上午 12:00:00,2001,Q1,03,3月,2001-Mar,週日,週末,2001W10,週日
2001/3/12 上午 12:00:00,2001,Q1,03,3月,2001-Mar,週一,平日,2001W11,非參考日
2001/3/13 上午 12:00:00,2001,Q1,03,3月,2001-Mar,週二,平日,2001W11,週2-4
2001/3/14 上午 12:00:00,2001,Q1,03,3月,2001-Mar,週三,平日,2001W11,週2-4
2001/3/15 上午 12:00:00,2001,Q1,03,3月,2001-Mar,週四,平日,2001W11,週2-4
2001/3/16 上午 12:00:00,2001,Q1,03,3月,2001-Mar,週五,平日,2001W11,非參考日
2001/3/17 上午 12:00:00,2001,Q1,03,3月,2001-Mar,週六,週末,2001W11,週六
2001/3/18 上午 12:00:00,2001,Q1,03,3月,2001-Mar,週日,週末,2001W11,週日
2001/3/19 上午 12:00:00,2001,Q1,03,3月,2001-Mar,週一,平日,2001W12,非參考日
2001/3/2 上午 12:00:00,2001,Q1,03,3月,2001-Mar,週五,平日,2001W9,非參考日
2001/3/20 上午 12:00:00,2001,Q1,03,3月,2001-Mar,週二,平日,2001W12,週2-4
2001/3/21 上午 12:00:00,2001,Q1,03,3月,2001-Mar,週三,平日,2001W12,週2-4
2001/3/22 上午 12:00:00,2001,Q1,03,3月,2001-Mar,週四,平日,2001W12,週2-4
2001/3/23 上午 12:00:00,2001,Q1,03,3月,2001-Mar,週五,平日,2001W12,非參考日
2001/3/24 上午 12:00:00,2001,Q1,03,3月,2001-Mar,週六,週末,2001W12,週六
2001/3/25 上午 12:00:00,2001,Q1,03,3月,2001-Mar,週日,週末,2001W12,週日
2001/3/26 上午 12:00:00,2001,Q1,03,3月,2001-Mar,週一,平日,2001W13,非參考日
2001/3/27 上午 12:00:00,2001,Q1,03,3月,2001-Mar,週二,平日,2001W13,週2-4
2001/3/28 上午 12:00:00,2001,Q1,03,3月,2001-Mar,週三,平日,2001W13,週2-4
2001/3/29 上午 12:00:00,2001,Q1,03,3月,2001-Mar,週四,平日,2001W13,週2-4
2001/3/3 上午 12:00:00,2001,Q1,03,3月,2001-Mar,週六,週末,2001W9,週六
2001/3/30 上午 12:00:00,2001,Q1,03,3月,2001-Mar,週五,平日,2001W13,非參考日
2001/3/31 上午 12:00:00,2001,Q1,03,3月,2001-Mar,週六,週末,2001W13,週六
2001/3/4 上午 12:00:00,2001,Q1,03,3月,2001-Mar,週日,週末,2001W9,週日
2001/3/5 上午 12:00:00,2001,Q1,03,3月,2001-Mar,週一,平日,2001W10,非參考日
2001/3/6 上午 12:00:00,2001,Q1,03,3月,2001-Mar,週二,平日,2001W10,週2-4
2001/3/7 上午 12:00:00,2001,Q1,03,3月,2001-Mar,週三,平日,2001W10,週2-4
2001/3/8 上午 12:00:00,2001,Q1,03,3月,2001-Mar,週四,平日,2001W10,週2-4
2001/3/9 上午 12:00:00,2001,Q1,03,3月,2001-Mar,週五,平日,2001W10,非參考日
2001/4/1 上午 12:00:00,2001,Q2,04,4月,2001-Apr,週日,週末,2001W13,週日
